ID, DateOfData, Variable01, Variable02, Variable03, Variable04, Variable05, Variable06, Variable07, Variable08, Variable09, Variable10, Variable11, Result01, Result02, Result03
257640,6/1/2018 9:47,1,1,1,4,763,KY,,0,,,,1,0,0
257641,6/1/2018 9:53,2,,23,3,649,OH,43,0,0.1066,55.39,6182,1,0,0
257642,6/1/2018 9:55,2,,1,4,648,TX,67,0,-0.0194,4.39,16449,1,0,0
257643,6/1/2018 9:56,2,,1,4,574,NC,47,0,-0.0358,84.2,16941,1,1,0
257644,6/1/2018 9:52,2,,11,4,650,MA,67,,,,,1,0,0
257645,6/1/2018 9:53,1,2,105,1,620,CA,,,,,,1,0,0
257646,6/1/2018 9:54,2,,23,3,653,MD,64,,,,,1,0,0
257647,6/1/2018 9:54,1,,1,4,9003,AZ,,,,,,1,0,0
257649,6/1/2018 9:59,2,,1,4,673,MA,37,0,0.0031,150.99,15769,1,1,0
257650,6/1/2018 10:00,2,,1,4,747,OH,77,0,0.014,79.55,48645,1,1,0
257651,6/1/2018 10:00,2,,11,4,622,MO,55,0,0.0766,82.9,,1,0,0
257653,6/1/2018 10:01,2,,11,4,645,FL,71,760,0.0423,109.01,,1,0,0
257654,6/1/2018 9:56,1,2,105,1,506,CA,,,,,,1,0,0
257656,6/1/2018 9:57,1,2,105,1,506,CA,,,,,,1,0,0
257657,6/1/2018 10:00,2,,1,4,618,TX,66,0,-0.0226,49.85,30704,1,1,0
257658,6/1/2018 10:03,2,,23,3,657,MO,68,2950,0.0522,118.99,,1,0,0
257659,6/1/2018 10:05,1,3,108,3,801,CT,,0,,,17191.28,1,1,0
257660,6/1/2018 10:03,2,,23,3,676,ME,,,,,,1,0,0
257661,6/1/2018 10:08,2,,23,3,616,AL,43,930,0.0853,216.49,15565.49,2,0,0
257662,6/1/2018 10:08,2,,23,3,626,KS,72,0,-0.0149,26.64,31179,1,1,0
257663,6/1/2018 10:08,2,,1,4,672,NC,67,2320,0.0437,207.61,,1,0,0
257664,6/1/2018 10:08,2,,1,4,702,VA,,0,,,,1,0,0
257665,6/1/2018 10:06,2,,23,3,,GA,,0,,,32844,1,1,0
257666,6/1/2018 10:10,2,,23,3,708,IL,35,0,0.0943,52.73,,1,0,0
257668,6/1/2018 10:11,2,,23,3,736,WA,60,0,0.0616,29.23,10930,1,0,0
257669,6/1/2018 10:11,2,,1,4,618,AR,57,12040,-0.0115,283.34,,1,0,0
257670,6/1/2018 10:06,1,2,105,1,494,FL,,,,,,1,0,0
257671,6/1/2018 10:11,2,,23,3,648,NJ,39,2130,0.1494,161.51,,1,0,0
257672,6/1/2018 10:13,2,,23,3,633,CO,51,0,0.0128,130.23,17214,1,1,0
257673,6/1/2018 10:09,1,2,105,1,,OK,,,,,,1,0,0
257674,6/1/2018 10:17,2,,23,3,772,SC,29,0,-0.0104,214.6,,2,0,0
257675,6/1/2018 10:17,2,,23,3,692,UT,72,9710,0.0062,225.61,,1,0,0
257676,6/1/2018 10:18,2,,1,4,706,WV,40,0,0.0328,205.42,16756,1,0,0
257677,6/1/2018 10:18,2,,23,3,674,UT,41,0,-0.0126,54.36,6961,1,0,0
257678,6/1/2018 10:18,2,,1,4,634,OR,50,0,0.0467,68.09,15319.11,2.5,1,1
257680,6/1/2018 10:19,2,,1,4,696,KY,62,0,0.0197,136.92,28184,1,1,0
257681,6/1/2018 10:19,2,,1,4,681,ME,50,0,0.0262,32.08,11790.22,2,0,0
257682,6/1/2018 10:21,2,,1,4,712,KY,42,0,0.0323,69.18,10246,1,1,0
257683,6/1/2018 10:22,2,,1,4,547,GA,,0,,,10522,1,0,0
257684,6/1/2018 10:18,2,,23,3,,CA,,,,,,1,0,0
257685,6/1/2018 10:18,1,1,1,4,814,NJ,,0,,,,1,0,0
257686,6/1/2018 10:19,1,2,105,1,,OK,,,,,,1,0,0
257687,6/1/2018 10:24,2,,23,3,626,FL,,1484890,,,,2,0,0
257688,6/1/2018 10:26,2,,11,4,732,NE,84,1660,0.0219,83.13,,1,0,0
257689,6/1/2018 10:27,2,,1,4,676,FL,,0,,,24023.42,3,1,1
257690,6/1/2018 10:23,1,1,1,4,613,NY,,,,,,2,0,0
257691,6/1/2018 10:30,2,,23,3,715,CA,69,0,-0.0115,58.84,31025,1,0,0
257692,6/1/2018 10:26,2,,23,3,495,TX,41,,,,,1,0,0
257693,6/1/2018 10:26,1,2,105,1,9003,OK,,,,,,1,0,0
257695,6/1/2018 10:32,2,,23,3,724,FL,36,0,0.1874,116.33,5985,1,0,0
257696,6/1/2018 10:32,2,,1,4,725,NH,70,0,0.0025,69.97,31099,1,1,0
257697,6/1/2018 10:28,2,,23,3,495,TX,41,,,,,1,0,0
257698,6/1/2018 10:33,2,,11,4,615,MD,49,0,0.1246,217.26,18785,1,1,0
257699,6/1/2018 10:29,2,,102,2,672,MN,,,,,,1,0,0
257700,6/1/2018 10:34,2,,23,3,670,CA,65,0,-0.015,63.16,24838,1,0,0
257701,6/1/2018 10:34,2,,1,4,668,SC,32,0,0.0487,237.44,13682,2,1,0
257702,6/1/2018 10:29,1,2,102,2,598,GA,,,,,,1,0,0
257703,6/1/2018 10:35,1,1,23,3,784,WA,,0,,,,1,0,0
257704,6/1/2018 10:30,2,,1,4,627,MD,71,7160,0.0619,270.65,,1,0,0
257705,6/1/2018 10:31,1,3,36,2,,AZ,,,,,,1,0,0
257706,6/1/2018 10:37,2,,1,4,667,NY,52,0,-0.0227,158.15,29182,1,0,1
257707,6/1/2018 10:37,2,,1,4,725,NH,42,0,0.0265,138.27,13940,1,1,0
257708,6/1/2018 10:33,2,,1,4,591,CA,66,3230,-0.0277,54.08,,1,0,0
257709,6/1/2018 10:33,2,,23,3,524,TX,56,,,,,1,0,0
257710,6/1/2018 10:33,2,,1,4,701,TX,58,,,,,1,0,0
257711,6/1/2018 10:38,2,,1,4,671,GA,68,0,0.0685,7.78,23774,2,1,0
257712,6/1/2018 10:33,1,,1,4,780,AZ,,,,,,1,0,0
257713,6/1/2018 10:40,2,,23,3,598,FL,69,5120,0.0563,144.45,,1,0,0
257714,6/1/2018 10:35,2,,102,2,610,IN,61,,,,,1,0,0
257716,6/1/2018 10:41,2,,1,4,617,FL,55,0,0.0495,80.23,14761,1,1,0
257717,6/1/2018 10:36,1,,1,4,783,CO,,0,,,49208.17,1,1,0
257718,6/1/2018 10:36,2,,23,3,,MO,,,,,,2,0,0
257719,6/1/2018 10:42,2,,1,4,677,CA,33,0,0.0554,182.7,11088,2.5,1,0
257720,6/1/2018 10:39,1,,1,4,787,CO,,0,,,,1,0,0
257721,6/1/2018 10:39,2,,23,3,,MO,,,,,,1,0,0
257722,6/1/2018 10:39,2,,23,3,,MN,,,,,9214.67,2,0,0
257723,6/1/2018 10:40,1,2,105,1,,NH,,,,,,1,0,0
257724,6/1/2018 10:47,2,,23,3,724,MO,37,0,-0.0174,368.67,25573,1,0,0
257725,6/1/2018 10:42,2,,23,3,642,MD,52,,,,10668,2.5,1,0
257726,6/1/2018 10:47,2,,1,4,701,KS,48,0,0.0231,7.88,16144,1,0,0
257727,6/1/2018 10:48,2,,23,3,726,CA,31,620,0.0582,117.48,,1,0,0
257728,6/1/2018 10:48,2,,1,4,584,NC,,0,,,34449,1,0,0
257730,6/1/2018 10:44,2,,23,3,626,CA,72,,,,,1,0,0
257731,6/1/2018 10:44,2,,1,4,666,MD,49,,,,,1,0,0
257732,6/1/2018 10:50,2,,1,4,634,TX,42,0,0.0154,36.3,9445,1,1,0
257733,6/1/2018 10:50,2,,11,4,610,CA,28,0,0.03,139.63,8685,1,1,0
257735,6/1/2018 10:52,2,,11,4,618,SC,61,0,0.0428,120.06,20569,1,1,0
257736,6/1/2018 10:47,1,3,32,3,647,FL,,,,,27129,2,1,0
257737,6/1/2018 10:53,2,,23,3,706,CA,16,0,0.173,393.55,7632,1,0,0
257738,6/1/2018 10:48,1,3,23,3,708,IA,,,,,,2,0,0
257739,6/1/2018 10:54,2,,23,3,698,CA,46,0,-0.0219,278.12,32760,1,0,0
257740,6/1/2018 10:54,2,,1,4,829,NJ,48,0,0.0099,106.88,16839,1,1,0
257741,6/1/2018 10:53,2,,5,2,717,AZ,,0,,,5198,2.5,1,0
257742,6/1/2018 10:51,1,1,1,4,577,NC,,,,,,1,0,0
257743,6/1/2018 10:51,2,,1,4,500,WI,,,,,,1,0,0
257744,6/1/2018 10:51,2,,23,3,658,WI,55,,,,,1,0,0
257745,6/1/2018 10:52,2,,11,4,560,SC,61,,,,,1,0,0
257746,6/1/2018 10:57,1,2,105,1,652,CO,,0,,,8209.7,1,1,0
257748,6/1/2018 10:53,2,,23,3,676,NY,69,,,,,1,0,0
257749,6/1/2018 10:54,2,,23,3,668,NC,54,,,,8975.6,5,1,0
257750,6/1/2018 10:59,2,,1,4,666,MS,69,5360,0.0534,194.56,,1,0,0
257751,6/1/2018 10:59,2,,1,4,736,TX,41,0,0.0151,121.75,12972,1,1,0
257752,6/1/2018 10:54,1,1,1,4,669,GA,,0,,,,1,0,0
257753,6/1/2018 10:59,2,,1,4,689,RI,41,0,-0.0178,168.69,18244,1,1,0
257754,6/1/2018 11:00,2,,23,3,,CA,,7430,,,,1,0,0
257755,6/1/2018 11:00,2,,1,4,627,TX,42,0,0.1369,77.67,10423,1,1,0
257757,6/1/2018 11:00,2,,23,3,655,CA,26,0,0.0272,167.14,,1,0,0
257758,6/1/2018 11:01,2,,102,2,647,MD,51,0,0.1214,76.39,7204.44,5,1,0
257759,6/1/2018 11:02,2,,1,4,661,GA,,0,,,11978,1,0,0
257760,6/1/2018 11:02,2,,1,4,671,MI,72,540,0.1134,197.62,23984.9,2.5,0,0
257761,6/1/2018 11:02,2,,11,4,707,CA,54,0,0.1274,108.99,11919,1,1,0
257763,6/1/2018 11:03,2,,23,3,662,NC,41,0,-0.0283,147.89,14507,1,0,0
257764,6/1/2018 11:04,2,,23,3,704,GA,85,0,0.067,107.46,35755,2,1,0
257765,6/1/2018 11:05,2,,5,2,646,CO,,0,,,8487.2,2.5,1,0
257767,6/1/2018 11:04,1,2,105,1,,CA,,,,,,1,0,0
257769,6/1/2018 11:09,2,,23,3,676,WV,51,1080,-0.0048,44.43,10287,2.5,1,0
257770,6/1/2018 11:07,2,,1,4,681,CA,54,5800,0.0007,300.81,12306.61,2,0,0
257771,6/1/2018 11:11,2,,1,4,768,NC,21,0,0.0308,405.27,12468,1,1,0
257772,6/1/2018 11:06,2,,1,4,661,LA,71,,,,,1,0,0
257773,6/1/2018 11:12,2,,1,4,781,NY,41,0,0.0486,347.02,28656,1,1,0
257774,6/1/2018 11:12,2,,11,4,616,FL,42,0,0.0486,217.09,19184,1,1,0
257775,6/1/2018 11:13,2,,23,3,665,MA,73,9060,-0.022,167.07,,1,0,0
257776,6/1/2018 11:10,2,,102,2,679,NC,,,,,,1,0,0
257777,6/1/2018 11:15,2,,23,3,703,FL,,0,,,15380.97,2,1,0
257778,6/1/2018 11:15,2,,1,4,630,CA,35,0,-0.0182,87.28,10172,1,1,0
257780,6/1/2018 11:18,2,,1,4,623,TX,41,0,0.1482,273.95,16931,2,1,0
257781,6/1/2018 11:13,2,,3,2,,CO,,,,,,1,0,0
257782,6/1/2018 11:19,2,,1,4,635,NC,66,0,-0.0321,32.44,25736,2,0,0
257783,6/1/2018 11:14,2,,72,4,594,PA,72,,,,,1,0,0
257784,6/1/2018 11:19,2,,102,2,790,CA,57,0,-0.0154,223.72,,1,0,0
257785,6/1/2018 11:19,2,,23,3,701,AL,71,0,0.2126,109.81,12220,1,0,0
257786,6/1/2018 11:19,2,,23,3,691,IN,21,0,0.0018,217.96,7278,1,0,0
257787,6/1/2018 11:15,2,,1,4,683,CT,67,,,,,1,0,0
257788,6/1/2018 11:20,2,,1,4,636,MN,25,0,0.1288,481.3,,1,0,0
257789,6/1/2018 11:21,2,,23,3,677,WA,39,1620,-0.0422,81.77,,1,0,0
257790,6/1/2018 11:16,2,,23,3,722,IA,27,,,,,1,0,0
257791,6/1/2018 11:23,2,,1,4,767,TX,54,0,0.0246,97.17,18260,2,0,0
257792,6/1/2018 11:23,2,,1,4,691,KY,62,0,0.0154,172.35,,1,0,0
257794,6/1/2018 11:24,2,,23,3,779,NJ,61,0,-0.0346,13.9,23719,1,0,0
257795,6/1/2018 11:24,2,,1,4,811,PA,63,820,0.0322,104.28,,1,0,0
257796,6/1/2018 11:24,2,,1,4,627,IL,75,0,0.0679,132.2,31024,2,1,1
257797,6/1/2018 11:26,2,,1,4,618,OH,75,0,0.0618,158.26,35491,2,1,0
257798,6/1/2018 11:26,2,,23,3,803,NJ,22,0,0.0306,127.03,4462,5,0,0
257799,6/1/2018 11:27,2,,23,3,771,IL,57,980,0.0012,129.88,,1,0,0
257800,6/1/2018 11:29,2,,1,4,672,TN,33,0,0.0249,274.23,19690,1,1,0
257801,6/1/2018 11:25,2,,23,3,558,NC,66,,,,,1,0,0
257802,6/1/2018 11:30,2,,23,3,633,MI,72,220,-0.0042,-7.52,,1,0,0
257804,6/1/2018 11:25,2,,23,3,558,NC,66,,,,,1,0,0
257805,6/1/2018 11:26,2,,23,3,626,OK,56,,,,,1,0,0
257806,6/1/2018 11:26,2,,23,3,558,NC,66,,,,,1,0,0
257807,6/1/2018 11:31,2,,1,4,748,NY,70,0,0.0211,19,19182,2.5,1,0
257808,6/1/2018 11:31,2,,1,4,672,NC,58,0,0.0299,60.82,16023,1,1,0
257812,6/1/2018 11:32,2,,1,4,739,OH,25,0,-0.0199,269.23,11852.14,5,1,0
257813,6/1/2018 11:33,2,,23,3,674,MN,33,0,0.0028,146.32,9553,2.5,0,0
257814,6/1/2018 11:33,2,,23,3,637,TX,67,0,0.0351,105.84,40684,2,0,0
257815,6/1/2018 11:33,2,,23,3,753,FL,61,0,0.0263,80.37,23571,2,1,1
257816,6/1/2018 11:34,2,,1,4,644,FL,71,0,0.0247,19.54,14467,1,0,0
257817,6/1/2018 11:29,2,,1,4,563,WA,34,,,,,1,0,0
257818,6/1/2018 11:29,2,,1,4,651,CO,71,,,,,1,0,0
257819,6/1/2018 11:34,2,,11,4,782,NY,87,0,-0.0324,-75.34,39665,2.5,0,0
257821,6/1/2018 11:31,2,,23,3,770,OR,61,,,,,1,0,0
257822,6/1/2018 11:36,2,,1,4,646,IL,59,0,0.076,180.72,,1,0,0
257823,6/1/2018 11:36,2,,23,3,633,MI,72,0,0.0033,-3.87,,1,0,0
257824,6/1/2018 11:32,2,,5,2,731,TX,,,,,10945.2,2.5,1,0
257825,6/1/2018 11:38,2,,23,3,652,OH,,0,,,9842,2.5,1,0
257826,6/1/2018 11:39,2,,23,3,673,MD,40,0,0.0524,160.13,13851,2,1,0
257827,6/1/2018 11:35,2,,23,3,9003,GA,60,,,,,1,0,0
257828,6/1/2018 11:35,2,,23,3,615,MS,49,,,,,1,0,0
257830,6/1/2018 11:41,1,3,69,3,750,LA,,0,,,20044,1,1,0
257831,6/1/2018 11:42,2,,1,4,685,VA,67,0,0.1591,137.34,17198,1,1,0
257832,6/1/2018 11:42,2,,11,4,613,FL,68,0,0.0073,137.15,46618,1,1,0
257833,6/1/2018 11:43,2,,23,3,787,PA,53,0,-0.0028,148.04,22318,1,0,0
257834,6/1/2018 11:43,2,,23,3,689,AR,60,7580,0.0105,222.2,,1,0,0
257835,6/1/2018 11:39,2,,23,3,647,CA,,,,,,1,0,0
257836,6/1/2018 11:46,2,,1,4,627,NJ,73,11470,0.0668,388.71,44984.91,2,0,0
257837,6/1/2018 11:42,2,,23,3,667,AZ,,,,,,1,0,0
257838,6/1/2018 11:43,2,,85,2,,CO,,,,,,1,0,0
257839,6/1/2018 11:43,2,,23,3,628,LA,47,,,,,1,0,0
257840,6/1/2018 11:50,2,,23,3,779,TN,50,0,-0.006,40.99,9123,1,0,0
257841,6/1/2018 11:46,1,2,105,1,573,NJ,,,,,,1,0,0
257842,6/1/2018 11:52,2,,1,4,631,CO,66,0,0.0272,-12.38,24775.58,2.5,1,0
257843,6/1/2018 11:53,2,,1,4,792,VA,,2522620,,,,1,0,0
257844,6/1/2018 11:51,1,3,72,4,725,MD,,,,,,1,0,0
257845,6/1/2018 12:02,2,,1,4,649,CA,48,0,0.0304,126.43,16523,1,1,0
257846,6/1/2018 12:02,2,,23,3,737,NY,58,0,-0.015,198.14,42941,1,0,0
257847,6/1/2018 12:03,2,,1,4,639,MD,75,0,0.0036,44.35,33162,1,0,0
257849,6/1/2018 12:04,2,,1,4,566,CA,42,0,-0.0302,93.5,13026,1,1,0
257850,6/1/2018 12:07,2,,23,3,701,FL,55,0,0.0384,34.65,7472,1,0,0
257851,6/1/2018 12:09,2,,1,4,760,NJ,61,0,0.0077,146.21,31244,1,1,0
257852,6/1/2018 12:04,2,,23,3,589,OH,59,,,,,1,0,0
257854,6/1/2018 12:06,1,2,105,1,,PA,,,,,,1,0,0
257856,6/1/2018 12:11,2,,23,3,694,IN,32,0,0.0464,111.26,7171,1,0,0
257857,6/1/2018 12:12,2,,23,3,636,VA,42,0,0.0816,60.67,7539,1,1,0
257858,6/1/2018 12:07,1,1,1,4,700,OH,,0,,,,1,0,0
257860,6/1/2018 12:08,1,2,105,1,541,CA,,,,,,1,0,0
257861,6/1/2018 12:15,2,,23,3,636,ME,71,520,0.0268,66.91,18782,2,0,0
257862,6/1/2018 12:15,2,,23,3,663,CO,43,0,0.1167,109.07,9952,1,1,0
257863,6/1/2018 12:16,2,,5,2,734,NY,,0,,,66891.5,2,1,0
257864,6/1/2018 12:19,2,,23,3,642,IN,47,2790,0.0695,255.15,15825,2.5,0,0
257865,6/1/2018 12:20,2,,23,3,749,MS,40,670,0.0127,75.94,,2,0,0
257866,6/1/2018 12:20,2,,23,3,665,NM,64,0,0.0241,70.27,23166,1,1,0
257868,6/1/2018 12:20,2,,1,4,783,OH,,0,,,34523.63,3,0,0
257869,6/1/2018 12:21,2,,23,3,674,TX,40,0,-0.0035,111.39,12896,1,0,0
257870,6/1/2018 12:22,2,,23,3,698,MO,60,770,-0.0227,42.42,,1,0,0
257872,6/1/2018 12:22,2,,11,4,643,PA,40,0,0.0282,169.51,14666,1,1,0
257873,6/1/2018 12:17,2,,23,3,628,CA,,,,,,1,0,0
257874,6/1/2018 12:22,2,,5,2,721,FL,,0,,,17808.77,5,1,0
257876,6/1/2018 12:24,2,,1,4,782,NY,46,0,0.0255,100.66,13446,1,1,0
257877,6/1/2018 12:27,2,,23,3,734,KY,66,0,0.0615,76.26,20565.15,5,1,1
257878,6/1/2018 12:29,2,,23,3,703,AL,38,0,0.0018,206.49,,1,0,0
257879,6/1/2018 12:31,2,,50,3,702,VA,,0,,,24449,1,0,0
257880,6/1/2018 12:26,2,,23,3,661,MS,70,,,,,1,0,0
257881,6/1/2018 12:27,2,,3,2,574,IN,55,,,,,1,0,0
257883,6/1/2018 12:33,2,,23,3,753,CA,60,0,-0.0149,133.27,,1,0,0
257884,6/1/2018 12:34,2,,23,3,713,TX,38,0,0.0487,156.94,14663.69,2.5,1,1
257885,6/1/2018 12:34,2,,23,3,682,MI,35,0,-0.0084,-7.92,,1,0,0
257886,6/1/2018 12:30,2,,23,3,779,MD,65,,,,,1,0,0
257887,6/1/2018 12:30,2,,23,3,578,TX,74,,,,,1,0,0
257888,6/1/2018 12:35,1,2,105,1,705,PA,,0,,,14469,5,1,0
257890,6/1/2018 12:31,2,,23,3,632,KY,17,,,,,1,0,0
257891,6/1/2018 12:36,2,,102,2,,CA,,8180,,,16544,2,1,1
257892,6/1/2018 12:32,2,,1,4,,PA,,,,,,1,0,0
257893,6/1/2018 12:32,1,3,69,3,,CA,,,,,,1,0,0
257894,6/1/2018 12:38,2,,1,4,702,NY,59,10010,0.0034,442.77,,1,0,0
257895,6/1/2018 12:38,2,,1,4,610,NY,65,0,0.0581,101.54,20405,2,1,1
257896,6/1/2018 12:40,2,,23,3,772,RI,24,0,-0.0042,57.03,3895,1,1,0
257897,6/1/2018 12:35,1,1,1,4,793,DE,,0,,,29150.83,1,1,0
257900,6/1/2018 12:39,1,2,105,1,,MI,,,,,,1,0,0
257902,6/1/2018 12:48,2,,1,4,629,UT,63,5410,0.0093,208.3,,2,0,0
257903,6/1/2018 12:48,2,,23,3,776,MA,26,0,0.0238,115.32,5235,1,0,0
257904,6/1/2018 12:49,2,,23,3,798,OH,23,0,-0.0251,150.14,5808,1,0,0
257905,6/1/2018 12:45,1,3,69,3,818,KY,,,,,,1,0,0
257906,6/1/2018 12:50,1,2,105,1,815,SC,,0,,,29644,1,1,0
257908,6/1/2018 12:45,2,,1,4,9003,NJ,72,,,,,1,0,0
257909,6/1/2018 12:47,1,2,105,1,558,AR,,,,,,1,0,0
257910,6/1/2018 12:52,2,,11,4,668,TN,72,0,0.242,197.43,,1,0,0
257911,6/1/2018 12:54,2,,23,3,679,CA,72,0,-0.0047,54.12,34286,1,1,0
257912,6/1/2018 12:49,2,,1,4,557,TX,63,,,,,1,0,0
257913,6/1/2018 12:56,2,,23,3,725,CT,54,1560,0.0113,106.77,,1,0,0
257914,6/1/2018 12:55,1,3,50,3,830,KS,,0,,,65509,1,1,0
257916,6/1/2018 12:55,2,,23,3,,NC,,,,,12295.21,2,0,0
257917,6/1/2018 13:01,2,,1,4,759,CT,60,0,0.0246,155.55,43126,1,1,0
257918,6/1/2018 13:01,2,,23,3,596,TN,,963130,,,,1,0,0
257919,6/1/2018 13:01,2,,1,4,733,TX,55,0,0.0042,200.31,34880,1,1,1
257920,6/1/2018 13:03,2,,1,4,668,NC,,0,,,32449,1,0,0
257921,6/1/2018 13:03,2,,1,4,605,PA,29,0,0.0622,411.72,18223,1,1,0
257922,6/1/2018 13:04,2,,1,4,629,NJ,64,0,0.0193,82.91,23257,2.5,1,1
257923,6/1/2018 13:06,2,,23,3,646,CA,23,0,0.0458,172.16,7702,3,1,0
257924,6/1/2018 13:07,2,,11,4,751,MS,46,0,0.0172,136.8,17379,1,1,0
257925,6/1/2018 13:08,2,,23,3,713,AR,60,6850,0.007,237.79,22002.5,2,0,0
257926,6/1/2018 13:04,1,2,105,1,,RI,,,,,,1,0,0
257927,6/1/2018 13:09,2,,23,3,792,AZ,61,0,-0.0076,63.2,16782,1,0,0
257928,6/1/2018 13:09,2,,11,4,749,MD,,0,,,26213,1,0,0
257929,6/1/2018 13:10,2,,1,4,666,OR,63,0,0.0057,124.28,31106,2,1,0
257930,6/1/2018 13:10,1,3,69,3,787,CA,,0,,,18944,1,1,0
257932,6/1/2018 13:11,2,,23,3,777,PA,,0,,,,1,0,0
257933,6/1/2018 13:07,1,1,1,4,802,CO,,0,,,,1,0,0
257934,6/1/2018 13:13,2,,23,3,780,TX,53,0,0.0032,65.05,14604.52,5,1,0
257935,6/1/2018 13:09,2,,23,3,644,OH,73,,,,,1,0,0
257936,6/1/2018 13:10,2,,23,3,627,GA,67,,,,,1,0,0
257937,6/1/2018 13:15,2,,23,3,714,NJ,64,0,-0.04,-18.35,36405,1,0,0
257938,6/1/2018 13:11,2,,23,3,,CA,,,,,,1,0,0
257939,6/1/2018 13:16,2,,1,4,684,PA,50,0,0.0349,232.22,30956,1,1,0
257941,6/1/2018 13:12,2,,23,3,,TN,,,,,,1,0,0
257942,6/1/2018 13:18,2,,23,3,684,CA,65,0,0.0309,75.2,17545,1,1,0
257943,6/1/2018 13:18,2,,1,4,728,AZ,33,0,0.0182,177.5,11586,1,1,0
257944,6/1/2018 13:19,2,,1,4,754,MA,67,0,0.0319,87.91,20950,2.5,0,0
257945,6/1/2018 13:15,2,,23,3,721,AZ,35,,,,,1,0,0
257946,6/1/2018 13:20,2,,23,3,604,CA,,0,,,,1,0,0
257947,6/1/2018 13:15,2,,50,3,642,NC,66,,,,,1,0,0
257948,6/1/2018 13:21,2,,23,3,586,IL,72,0,0.0414,110.05,30558,1,1,0
257949,6/1/2018 13:23,2,,102,2,613,CO,58,170,0.0371,85.12,20755.91,5,1,1
257950,6/1/2018 13:18,2,,23,3,552,IA,37,,,,,1,0,0
257951,6/1/2018 13:23,2,,1,4,669,CA,36,0,-0.0306,100.09,12581,1,1,0
257953,6/1/2018 13:18,2,,1,4,565,CA,48,,,,,1,0,0
257954,6/1/2018 13:18,2,,5,2,,,,,,,,1,0,0
257955,6/1/2018 13:22,1,1,1,4,744,FL,,0,,,18321.95,1,1,0
257956,6/1/2018 13:22,2,,23,3,572,AZ,73,,,,,1,0,0
257957,6/1/2018 13:22,2,,1,4,798,TN,68,,,,,1,0,0
257959,6/1/2018 13:22,1,2,105,1,524,NC,,,,,,1,0,0
257960,6/1/2018 13:23,2,,5,2,9003,CA,,,,,13749,1,0,0
257961,6/1/2018 13:24,2,,23,3,570,TN,,,,,,1,0,0
257962,6/1/2018 13:26,2,,1,4,706,AL,63,,,,,1,0,0
257963,6/1/2018 13:31,2,,32,3,636,CA,39,0,0.0054,155.24,13610,1,1,0
257964,6/1/2018 13:26,2,,23,3,685,CT,10,,,,,1,0,0
257965,6/1/2018 13:26,2,,32,3,541,ME,70,,,,,1,0,0
257967,6/1/2018 13:32,2,,23,3,703,MI,36,0,0.0533,82.82,7801,1,1,0
257968,6/1/2018 13:28,2,,1,4,606,FL,64,2920,-0.0319,132.09,,1,0,0
257969,6/1/2018 13:34,2,,23,3,670,IN,64,0,-0.005,27.44,16755,1,0,0
257970,6/1/2018 13:35,2,,1,4,779,LA,50,0,0.0224,191.62,21086,1,0,0
257971,6/1/2018 13:36,2,,23,3,637,MD,52,0,-0.0435,78.56,16881.15,5,1,0
257972,6/1/2018 13:36,2,,11,4,775,KS,26,0,-0.004,202.49,10522,1,1,0
257974,6/1/2018 13:31,2,,23,3,627,AZ,58,,,,,1,0,0
257975,6/1/2018 13:32,2,,1,4,582,CO,,0,,,18549,1,0,0
257976,6/1/2018 13:40,2,,1,4,692,IN,27,0,0.0131,516.03,22684,5,1,1
257977,6/1/2018 13:36,2,,23,3,,TN,,,,,,1,0,0
257978,6/1/2018 13:41,1,3,69,3,641,CO,,0,,,,1,0,0
257980,6/1/2018 13:41,2,,23,3,761,FL,28,0,-0.0231,205.08,,1,0,0
257981,6/1/2018 13:42,2,,23,3,660,MA,27,0,-0.0007,90.95,4848,1,0,0
257982,6/1/2018 13:43,2,,1,4,649,TX,63,0,0.0311,82.45,25588,1,0,1
257983,6/1/2018 13:38,1,2,105,1,564,NH,,,,,,1,0,0
257984,6/1/2018 13:43,2,,1,4,746,NJ,75,0,0.0105,46.05,27364,1,1,0
257985,6/1/2018 13:44,2,,1,4,617,AZ,70,6520,-0.0118,140.06,,1,0,0
257986,6/1/2018 13:46,2,,23,3,663,WI,50,0,0.1908,167.95,,1,0,0
257987,6/1/2018 13:42,1,3,69,3,663,OK,,,,,,2,0,0
257988,6/1/2018 13:47,2,,23,3,679,HI,48,760,-0.0258,123.68,,1,0,0
257989,6/1/2018 13:44,1,3,102,2,580,CA,,,,,,1,0,0
257990,6/1/2018 13:49,2,,23,3,682,TX,64,0,-0.0028,14.55,14225,1,0,0
257991,6/1/2018 13:44,2,,23,3,603,CA,,,,,,1,0,0
257992,6/1/2018 13:45,2,,23,3,570,TN,71,,,,,1,0,0
257993,6/1/2018 13:47,2,,1,4,756,MN,36,0,-0.0221,249.14,19516,1,1,0
257994,6/1/2018 13:46,2,,5,2,625,CA,,,,,,1,0,0
257995,6/1/2018 13:47,2,,1,4,744,CA,26,,,,,1,0,0
257996,6/1/2018 13:52,2,,1,4,653,FL,72,330,0.0363,171.69,44894.87,2,0,0
257997,6/1/2018 13:53,2,,23,3,658,IN,70,0,0.1399,107.78,14381,2,0,0
257998,6/1/2018 13:48,2,,23,3,739,CA,53,,,,,1,0,0
257999,6/1/2018 13:54,2,,23,3,683,ID,38,0,0.0011,62.58,5970,1,0,0
